hashtag_H	cluster_C_leader(userID)	relative_frequency_H_C	frequency_H_in_C	frequency_H_overall	count_H_in_C	count_tweets_in_C	count_H_entire_dataset	count_tweets_entire_dataset
January6th	18208368	37.20238	.12500	.00336	1	8	69	20481
BidenPresser	18208368	3125.00000	.12500	.00004	1	8	1	20481
yyc	18228708	42.68943	.40000	.00937	2	5	192	20481
COVID19AB	18228708	28.65329	.20000	.00698	1	5	143	20481
Coutts	18228708	416.66666	.20000	.00048	1	5	10	20481
abpoli	18228708	21.81025	.20000	.00917	1	5	188	20481
ableg	18228708	6.58761	.20000	.03036	1	5	622	20481
TransWomenAreWomen	18238409	6250.00000	.25000	.00004	1	4	1	20481
TransRightsAreHumanRights	18238409	862.06896	.25000	.00029	1	4	6	20481
SayGay	18238409	520.83333	.25000	.00048	1	4	10	20481
ProtectTransKids	18238409	641.02564	.25000	.00039	1	4	8	20481
WeTheNorth	182422417	1388.87500	.33333	.00024	1	3	5	20481
CanWNT	182422417	8333.25000	.33333	.00004	1	3	1	20481
AusOpen	182422417	200.80120	.33333	.00166	1	3	34	20481
totp	182474563	4444.44444	.40000	.00009	2	5	2	20481
holbycity	182474563	2222.22222	.20000	.00009	1	5	2	20481
EnergyPrices	182474563	588.23529	.20000	.00034	1	5	7	20481
EnergyCrisis	182474563	465.11627	.20000	.00043	1	5	9	20481
bbcbreakfast	182474563	1052.63157	.20000	.00019	1	5	4	20481
LastWord	182503471	9239.13043	8.50000	.00092	17	2	19	20481
TRMS	182503471	12500.00000	.50000	.00004	1	2	1	20481
Ottawa	18259219	225.22522	1.00000	.00444	2	2	91	20481
UkraineRussianWar	18259219	66.57789	.50000	.00751	1	2	154	20481
auspol	183024552	24.48237	1.75000	.07148	7	4	1464	20481
UBI	183024552	2586.20689	.75000	.00029	3	4	6	20481
insiders	183024552	26.15062	.25000	.00956	1	4	196	20481
ausvotes	183024552	23.71916	.25000	.01054	1	4	216	20481
DonaldBinLaden	18320938	1709.33333	.15384	.00009	2	13	2	20481
ByeAaron	18320938	1098.85714	.15384	.00014	2	13	3	20481
ArrestTrumpNow	18320938	357.76744	.15384	.00043	2	13	9	20481
UncleJoe	18320938	1923.00000	.07692	.00004	1	13	1	20481
TrumpRally	18320938	30.89156	.07692	.00249	1	13	51	20481
PresidentsDay	18320938	122.09523	.07692	.00063	1	13	13	20481
NeverForget	18320938	61.04761	.07692	.00126	1	13	26	20481
MerrickGarland	18320938	178.88372	.07692	.00043	1	13	9	20481
January6th	18320938	22.89285	.07692	.00336	1	13	69	20481
January6	18320938	122.09523	.07692	.00063	1	13	13	20481
InvestigateFox	18320938	1923.00000	.07692	.00004	1	13	1	20481
ForgetElonMusk	18320938	1923.00000	.07692	.00004	1	13	1	20481
Despicable	18320938	1923.00000	.07692	.00004	1	13	1	20481
JoyTrain	18359336	2105.26315	.40000	.00019	4	10	4	20481
Joy	18359336	2105.26315	.40000	.00019	4	10	4	20481
Love	18359336	882.35294	.30000	.00034	3	10	7	20481
Kindness	18359336	1052.63157	.20000	.00019	2	10	4	20481
SelfLove	18359336	2500.00000	.10000	.00004	1	10	1	20481
Quote	18359336	526.31578	.10000	.00019	1	10	4	20481
JOY	18359336	2500.00000	.10000	.00004	1	10	1	20481
Health	18359336	256.41025	.10000	.00039	1	10	8	20481
BeLove	18359336	1111.11111	.10000	.00009	1	10	2	20481
Beautiful	18359336	2500.00000	.10000	.00004	1	10	1	20481
Ukraine	183767243	4.26689	.66666	.15624	2	3	3200	20481
StandWithUkraine	183767243	7.33399	.33333	.04545	1	3	931	20481
HolocaustRemembranceDay	183767243	180.17837	.33333	.00185	1	3	38	20481
Auspol	183770461	310.55900	1.00000	.00322	3	3	66	20481
auspol	183770461	13.98992	1.00000	.07148	3	3	1464	20481
Vicpol	183770461	8333.25000	.33333	.00004	1	3	1	20481
BirthCertificateFraud	1842010946	272.32352	.18518	.00068	5	27	14	20481
BCCRSS	1842010946	43.16550	.18518	.00429	5	27	88	20481
TruthBillboards	1842010946	87.14117	.14814	.00170	4	27	35	20481
TheEscapeClause	1842010946	435.70588	.14814	.00034	4	27	7	20481
IDsILLEGAL	1842010946	82.30000	.14814	.00180	4	27	37	20481
vote	1842010946	127.68965	.03703	.00029	1	27	6	20481
TruthMatters	1842010946	50.72602	.03703	.00073	1	27	15	20481
TrueLove	1842010946	925.75000	.03703	.00004	1	27	1	20481
Tour	1842010946	411.44444	.03703	.00009	1	27	2	20481
ThisIsNotADrill	1842010946	264.50000	.03703	.00014	1	27	3	20481
TellTheTruth	1842010946	411.44444	.03703	.00009	1	27	2	20481
solicitor	1842010946	925.75000	.03703	.00004	1	27	1	20481
police	1842010946	154.29166	.03703	.00024	1	27	5	20481
nadal	1842010946	925.75000	.03703	.00004	1	27	1	20481
MarkOfTheBeast	1842010946	925.75000	.03703	.00004	1	27	1	20481
Life	1842010946	154.29166	.03703	.00024	1	27	5	20481
LegalDeathCult	1842010946	108.91176	.03703	.00034	1	27	7	20481
lawyer	1842010946	925.75000	.03703	.00004	1	27	1	20481
LawClerks	1842010946	925.75000	.03703	.00004	1	27	1	20481
IDkills	1842010946	411.44444	.03703	.00009	1	27	2	20481
HappyToShare	1842010946	925.75000	.03703	.00004	1	27	1	20481
ForYou	1842010946	925.75000	.03703	.00004	1	27	1	20481
Death	1842010946	411.44444	.03703	.00009	1	27	2	20481
cop	1842010946	925.75000	.03703	.00004	1	27	1	20481
australianoftheyear	1842010946	925.75000	.03703	.00004	1	27	1	20481
aussie	1842010946	925.75000	.03703	.00004	1	27	1	20481
ASA	1842010946	925.75000	.03703	.00004	1	27	1	20481
bcpoli	18440301	73.82724	.66666	.00903	2	3	185	20481
vanpoli	18440301	456.61643	.33333	.00073	1	3	15	20481
canpoli	18440301	694.43750	.33333	.00048	1	3	10	20481
Sweden	1846263972	1546.39175	1.50000	.00097	3	2	20	20481
Swedish	1846263972	5555.55555	.50000	.00009	1	2	2	20481
COVID19	18464266	23.92726	1.50000	.06269	3	2	1284	20481
Ukraine	18464266	3.20020	.50000	.15624	1	2	3200	20481
WARINUKRAINE	184763933	215.69672	.26315	.00122	5	19	25	20481
StopRussia	184763933	35.70556	.26315	.00737	5	19	151	20481
StopPutin	184763933	38.04578	.15789	.00415	3	19	85	20481
RussianWarCrimes	184763933	37.23820	.15789	.00424	3	19	87	20481
BuchaMRRRRRRacre	184763933	54.07191	.15789	.00292	3	19	60	20481
UkraineUnderAttack	184763933	14.01597	.10526	.00751	2	19	154	20481
GenocideOfUkrainians	184763933	144.19178	.10526	.00073	2	19	15	20481
UkraineWillWin	184763933	49.18691	.05263	.00107	1	19	22	20481
UkraineUnderAttac	184763933	1315.75000	.05263	.00004	1	19	1	20481
UkraineRussianWar	184763933	7.00798	.05263	.00751	1	19	154	20481
stopbuyingrussianoil	184763933	1315.75000	.05263	.00004	1	19	1	20481
StandWithUkraine	184763933	1.15797	.05263	.04545	1	19	931	20481
RussiaInvadedUkraine	184763933	14.03466	.05263	.00375	1	19	77	20481
Putin	184763933	3.52275	.05263	.01494	1	19	306	20481
Mykolaiv	184763933	32.68944	.05263	.00161	1	19	33	20481
MariupolMRRRRRRacre	184763933	181.48275	.05263	.00029	1	19	6	20481
Bucha	184763933	11.72160	.05263	.00449	1	19	92	20481
Azovstal	184763933	122.39534	.05263	.00043	1	19	9	20481
ArmUkraineNow	184763933	14.99430	.05263	.00351	1	19	72	20481
777TheAlbum	184970791	2380.91666	.57142	.00024	4	7	5	20481
WHEELIE	184970791	3174.55555	.28571	.00009	2	7	2	20481
TheBiggest	184970791	3571.25000	.14285	.00004	1	7	1	20481
Latto	184970791	3571.25000	.14285	.00004	1	7	1	20481
BigLatto	184970791	3571.25000	.14285	.00004	1	7	1	20481
AskLatto	184970791	3571.25000	.14285	.00004	1	7	1	20481
Ask777	184970791	3571.25000	.14285	.00004	1	7	1	20481
Trudeau	18535660	265.24137	.15384	.00058	2	13	12	20481
TruckersForFreedom2022	18535660	58.71755	.07692	.00131	1	13	27	20481
HonkHonk	18535660	145.13207	.07692	.00053	1	13	11	20481
FreeTamaraLich	18535660	226.23529	.07692	.00034	1	13	7	20481
freetamara	18535660	549.42857	.07692	.00014	1	13	3	20481
freedomconvoy22	18535660	132.62068	.07692	.00058	1	13	12	20481
FreedomConvoy2022	18535660	25.05537	.07692	.00307	1	13	63	20481
freedomconvoy	18535660	226.23529	.07692	.00034	1	13	7	20481
freedom	18535660	265.24137	.07692	.00029	1	13	6	20481
fakenews	18535660	226.23529	.07692	.00034	1	13	7	20481
fake	18535660	549.42857	.07692	.00014	1	13	3	20481
CBC	18535660	226.23529	.07692	.00034	1	13	7	20481
bananarepublic	18535660	1923.00000	.07692	.00004	1	13	1	20481
Unexpected	18538268	7407.33333	.66666	.00009	2	3	2	20481
MyNamesake	18538268	8333.25000	.33333	.00004	1	3	1	20481
bettywhite	18538268	1754.36842	.33333	.00019	1	3	4	20481
LongCovid	18541444	28.06173	1.40000	.04989	7	5	1022	20481
TwitterSpacesEDU	18541444	5000.00000	.20000	.00004	1	5	1	20481
Omicron	18541444	11.54068	.20000	.01733	1	5	355	20481
COVID19	18541444	3.19030	.20000	.06269	1	5	1284	20481
COVID	18541444	20.49180	.20000	.00976	1	5	200	20481
bcpoli	18559001	33.22259	.30000	.00903	3	10	185	20481
Zola	18559001	2500.00000	.10000	.00004	1	10	1	20481
masks	18559001	172.41379	.10000	.00058	1	10	12	20481
jaccuse	18559001	2500.00000	.10000	.00004	1	10	1	20481
covidbc	18559001	2500.00000	.10000	.00004	1	10	1	20481
COVID19	18559001	1.59515	.10000	.06269	1	10	1284	20481
covid19	18559001	16.26016	.10000	.00615	1	10	126	20481
climateemergency	18559001	714.28571	.10000	.00014	1	10	3	20481
cdnpoli	18559001	4.31220	.10000	.02319	1	10	475	20481
bced	18559001	34.24657	.10000	.00292	1	10	60	20481
yyc	18561243	106.72358	1.00000	.00937	2	2	192	20481
beltline	18561243	2083.33333	.50000	.00024	1	2	5	20481
onpoli	185722900	144.30014	2.00000	.01386	4	2	284	20481
COVID19	185722900	15.95150	1.00000	.06269	2	2	1284	20481
WalkTall	185765234	3125.00000	.12500	.00004	1	8	1	20481
ValDoonican	185765234	3125.00000	.12500	.00004	1	8	1	20481
TheQueen	185765234	3125.00000	.12500	.00004	1	8	1	20481
PlatinumJubilee	185765234	143.67816	.12500	.00087	1	8	18	20481
LeahBell	185765234	3125.00000	.12500	.00004	1	8	1	20481
InternationalWomenDay2022	185765234	3125.00000	.12500	.00004	1	8	1	20481
DirtyDusting	185765234	3125.00000	.12500	.00004	1	8	1	20481
AlloAllo	185765234	3125.00000	.12500	.00004	1	8	1	20481
OneOfUsAllOfUs	1858780626	68.96551	1.00000	.01450	3	3	297	20481
UCUStrikes	1858780626	228.30821	.33333	.00146	1	3	30	20481
StormEunice	1858780626	159.48803	.33333	.00209	1	3	43	20481
auspol	18621574	69.94963	5.00000	.07148	5	1	1464	20481
cdnpoli	1864591632	12.93661	.30000	.02319	3	10	475	20481
onpoli	1864591632	14.43001	.20000	.01386	2	10	284	20481
UkraineRussiaWar	1864591632	6.36132	.10000	.01572	1	10	322	20481
school	1864591632	294.11764	.10000	.00034	1	10	7	20481
Omicron	1864591632	5.77034	.10000	.01733	1	10	355	20481
FreedomConvoy	1864591632	40.16064	.10000	.00249	1	10	51	20481
DougFord	1864591632	256.41025	.10000	.00039	1	10	8	20481
CovidIsNotOver	1864591632	7.61614	.10000	.01313	1	10	269	20481
cdnpolitics	1864591632	344.82758	.10000	.00029	1	10	6	20481
BankofCanada	1864591632	2500.00000	.10000	.00004	1	10	1	20481
Ukraine	1865540413	2.56016	.40000	.15624	2	5	3200	20481
RussiaReport	1865540413	196.07843	.20000	.00102	1	5	21	20481
PolicingBill	1865540413	117.64705	.20000	.00170	1	5	35	20481
hijab	1865540413	5000.00000	.20000	.00004	1	5	1	20481
dastaar	1865540413	5000.00000	.20000	.00004	1	5	1	20481
standwithukraine	18655567	471.69811	.25000	.00053	1	4	11	20481
gay	18655567	1785.71428	.25000	.00014	1	4	3	20481
COVID19	18655567	3.98787	.25000	.06269	1	4	1284	20481
AutismAcceptanceMonth	18655567	6250.00000	.25000	.00004	1	4	1	20481
BeastOfTheDay	186667011	21428.57142	3.00000	.00014	3	1	3	20481
Putin	1866938882	11.15528	.16666	.01494	1	6	306	20481
NeverAgain	1866938882	85.46666	.16666	.00195	1	6	40	20481
January6th	1866938882	49.60119	.16666	.00336	1	6	69	20481
IStandWithZelenskyy	1866938882	694.41666	.16666	.00024	1	6	5	20481
IStandWithUkraine	1866938882	29.18739	.16666	.00571	1	6	117	20481
InternationalWomensDay	1866938882	61.04761	.16666	.00273	1	6	56	20481
UkraineCrisis	187289134	135.13513	.25000	.00185	1	4	38	20481
ukraine	187289134	56.94760	.25000	.00439	1	4	90	20481
sway	187289134	6250.00000	.25000	.00004	1	4	1	20481
russia	187289134	104.60251	.25000	.00239	1	4	49	20481
txlege	18791654	365.85365	1.50000	.00410	3	2	84	20481
tx2022	18791654	7142.85714	1.00000	.00014	2	2	3	20481
COVID19	18831926	26.52799	1.66304	.06269	153	92	1284	20481
Omicron	18831926	33.24177	.57608	.01733	53	92	355	20481
CovidIsNotOver	18831926	38.08073	.50000	.01313	46	92	269	20481
BA2	18831926	105.97750	.42391	.00400	39	92	82	20481
LongCovid	18831926	3.70374	.18478	.04989	17	92	1022	20481
COVIDisAirborne	18831926	14.18674	.14130	.00996	13	92	204	20481
StandWithUkraine	18831926	2.86974	.13043	.04545	12	92	931	20481
SARSCoV2	18831926	31.81219	.13043	.00410	12	92	84	20481
MaskUp	18831926	31.12887	.13043	.00419	12	92	86	20481
COVID	18831926	13.36372	.13043	.00976	12	92	200	20481
vaccinate	18831926	151.65116	.06521	.00043	6	92	9	20481
N95	18831926	50.78504	.05434	.00107	5	92	22	20481
GetBoosted	18831926	50.78504	.05434	.00107	5	92	22	20481
Shanghai	18831926	27.00000	.04347	.00161	4	92	33	20481
LongCOVID	18831926	19.40625	.04347	.00224	4	92	46	20481
ZeroCovid	18831926	16.30000	.03260	.00200	3	92	41	20481
Ukraine	18831926	.20865	.03260	.15624	3	92	3200	20481
covidisnotover	18831926	232.85714	.03260	.00014	3	92	3	20481
ventilation	18831926	41.00000	.02173	.00053	2	92	11	20481
vaccinated	18831926	29.76712	.02173	.00073	2	92	15	20481
omicron	18831926	12.07222	.02173	.00180	2	92	37	20481
longCOVID	18831926	31.95588	.02173	.00068	2	92	14	20481
DeleteSpotify	18831926	45.27083	.02173	.00048	2	92	10	20481
boycottDelta	18831926	241.44444	.02173	.00009	2	92	2	20481
Booster	18831926	74.93103	.02173	.00029	2	92	6	20481
BA2121	18831926	241.44444	.02173	.00009	2	92	2	20481
Ba2	18831926	241.44444	.02173	.00009	2	92	2	20481
WillSmith	18831926	11.19587	.01086	.00097	1	92	20	20481
WearAMask	18831926	2.18072	.01086	.00498	1	92	102	20481
Viruses	18831926	271.50000	.01086	.00004	1	92	1	20481
vaccines	18831926	10.14953	.01086	.00107	1	92	22	20481
VaccineEquity	18831926	31.94117	.01086	.00034	1	92	7	20481
VaccinateTheWorld	18831926	271.50000	.01086	.00004	1	92	1	20481
UkraineWar	18831926	1.06470	.01086	.01020	1	92	209	20481
UkraineRussiaWar	18831926	.69083	.01086	.01572	1	92	322	20481
UkraineRussia	18831926	4.29249	.01086	.00253	1	92	52	20481
trump	18831926	37.44827	.01086	.00029	1	92	6	20481
TreatLongCovid	18831926	4.64102	.01086	.00234	1	92	48	20481
testing	18831926	271.50000	.01086	.00004	1	92	1	20481
SwabYourThroat	18831926	120.66666	.01086	.00009	1	92	2	20481
Spotifydeleted	18831926	271.50000	.01086	.00004	1	92	1	20481
SpinalCord	18831926	271.50000	.01086	.00004	1	92	1	20481
SOTU	18831926	1.78032	.01086	.00610	1	92	125	20481
RussiaUkraineWar	18831926	1.55587	.01086	.00698	1	92	143	20481
RightWing	18831926	271.50000	.01086	.00004	1	92	1	20481
RamsNFL	18831926	271.50000	.01086	.00004	1	92	1	20481
Rams	18831926	77.57142	.01086	.00014	1	92	3	20481
Putin	18831926	.72690	.01086	.01494	1	92	306	20481
protectWorkers	18831926	271.50000	.01086	.00004	1	92	1	20481
ProtectOurChildren	18831926	45.25000	.01086	.00024	1	92	5	20481
protectkids	18831926	271.50000	.01086	.00004	1	92	1	20481
PPE	18831926	31.94117	.01086	.00034	1	92	7	20481
pfizer	18831926	77.57142	.01086	.00014	1	92	3	20481
PeaceNotWar	18831926	77.57142	.01086	.00014	1	92	3	20481
Peace	18831926	22.62500	.01086	.00048	1	92	10	20481
PayItForward	18831926	77.57142	.01086	.00014	1	92	3	20481
Oscars	18831926	2.20283	.01086	.00493	1	92	101	20481
Omicon	18831926	271.50000	.01086	.00004	1	92	1	20481
n95	18831926	271.50000	.01086	.00004	1	92	1	20481
MultipleSclerosis	18831926	77.57142	.01086	.00014	1	92	3	20481
MaskUpIndia	18831926	271.50000	.01086	.00004	1	92	1	20481
Masks	18831926	37.44827	.01086	.00029	1	92	6	20481
LongCovidKids	18831926	2.82077	.01086	.00385	1	92	79	20481
KN95	18831926	77.57142	.01086	.00014	1	92	3	20481
insulin	18831926	271.50000	.01086	.00004	1	92	1	20481
H5N1	18831926	271.50000	.01086	.00004	1	92	1	20481
GetVaccinated	18831926	6.54216	.01086	.00166	1	92	34	20481
FridaysForFuture	18831926	5.19617	.01086	.00209	1	92	43	20481
EpsteinBarrVirus	18831926	271.50000	.01086	.00004	1	92	1	20481
Djokovic	18831926	6.54216	.01086	.00166	1	92	34	20481
Denmark	18831926	25.25581	.01086	.00043	1	92	9	20481
death	18831926	120.66666	.01086	.00009	1	92	2	20481
CovidTesting	18831926	77.57142	.01086	.00014	1	92	3	20481
Covid19	18831926	1.15901	.01086	.00937	1	92	192	20481
covid19	18831926	1.76585	.01086	.00615	1	92	126	20481
Covid	18831926	1.39948	.01086	.00776	1	92	159	20481
Chernobyl	18831926	10.14953	.01086	.00107	1	92	22	20481
Cancers	18831926	120.66666	.01086	.00009	1	92	2	20481
brain	18831926	45.25000	.01086	.00024	1	92	5	20481
BoycottCBS	18831926	77.57142	.01086	.00014	1	92	3	20481
boycottAlaskaAir	18831926	271.50000	.01086	.00004	1	92	1	20481
BoosterJab	18831926	77.57142	.01086	.00014	1	92	3	20481
Boosterimpfung	18831926	271.50000	.01086	.00004	1	92	1	20481
BloodDonation	18831926	271.50000	.01086	.00004	1	92	1	20481
Beijing	18831926	45.25000	.01086	.00024	1	92	5	20481
bcpoli	18831926	1.20265	.01086	.00903	1	92	185	20481
bcpol	18831926	271.50000	.01086	.00004	1	92	1	20481
BA5	18831926	120.66666	.01086	.00009	1	92	2	20481
BA4	18831926	120.66666	.01086	.00009	1	92	2	20481
Ba1	18831926	271.50000	.01086	.00004	1	92	1	20481
B11529	18831926	271.50000	.01086	.00004	1	92	1	20481
AutoimmuneConditions	18831926	271.50000	.01086	.00004	1	92	1	20481
UCP	1886630521	581.39534	.25000	.00043	1	4	9	20481
PwD	1886630521	6250.00000	.25000	.00004	1	4	1	20481
BestSummerEver	1886630521	2777.77777	.25000	.00009	1	4	2	20481
abpoli	1886630521	27.26281	.25000	.00917	1	4	188	20481
WeAreAllUkrainians	18869484	591.12068	.34285	.00058	12	35	12	20481
StopTheWar	18869484	320.42056	.34285	.00107	12	35	22	20481
Ukraine	18869484	1.82866	.28571	.15624	10	35	3200	20481
StandWithUkraine	18869484	6.28624	.28571	.04545	10	35	931	20481
FreeUkraine	18869484	183.14743	.28571	.00156	10	35	32	20481
StandTogether	18869484	465.11627	.20000	.00043	7	35	9	20481
United	18869484	504.17647	.17142	.00034	6	35	7	20481
StopWar	18869484	146.51282	.17142	.00117	6	35	24	20481
StopPutinsWar	18869484	117.41095	.08571	.00073	3	35	15	20481
Standtogether	18869484	451.10526	.08571	.00019	3	35	4	20481
united	18869484	408.14285	.05714	.00014	2	35	3	20481
Support	18869484	634.88888	.05714	.00009	2	35	2	20481
Kyiv	18869484	3.18151	.05714	.01796	2	35	368	20481
kyiv	18869484	62.10869	.05714	.00092	2	35	19	20481
ActNow	18869484	168.05882	.05714	.00034	2	35	7	20481
ukrainechildren	18869484	714.25000	.02857	.00004	1	35	1	20481
SupportUkraine	18869484	23.41803	.02857	.00122	1	35	25	20481
stopthiswar	18869484	317.44444	.02857	.00009	1	35	2	20481
StopRussianWar	18869484	317.44444	.02857	.00009	1	35	2	20481
StopRussia	18869484	3.87652	.02857	.00737	1	35	151	20481
StayWithUkraine	18869484	204.07142	.02857	.00014	1	35	3	20481
SaveUkrainianKids	18869484	714.25000	.02857	.00004	1	35	1	20481
SaveUkraine	18869484	73.25641	.02857	.00039	1	35	8	20481
Ramstein	18869484	150.36842	.02857	.00019	1	35	4	20481
KlitschkoBrothers	18869484	714.25000	.02857	.00004	1	35	1	20481
KidsLifeMatters	18869484	714.25000	.02857	.00004	1	35	1	20481
IsolateRussia	18869484	714.25000	.02857	.00004	1	35	1	20481
Germany	18869484	11.29249	.02857	.00253	1	35	52	20481
Genocide	18869484	59.52083	.02857	.00048	1	35	10	20481
childrenofukraine	18869484	714.25000	.02857	.00004	1	35	1	20481
childhoodtrauma	18869484	714.25000	.02857	.00004	1	35	1	20481
Birthday	18869484	317.44444	.02857	.00009	1	35	2	20481
Berlin	18869484	36.62820	.02857	.00078	1	35	16	20481
atfire	18869484	714.25000	.02857	.00004	1	35	1	20481
actnow	18869484	317.44444	.02857	.00009	1	35	2	20481
SuperBowl	188793260	496.68874	.75000	.00151	3	4	31	20481
SOTU	188793260	40.98360	.25000	.00610	1	4	125	20481
SayHerName	188793260	2777.77777	.25000	.00009	1	4	2	20481
KetanjiBrownJackson	188793260	106.83760	.25000	.00234	1	4	48	20481
Russian	1891490382	31.24016	.61137	.01957	129	211	401	20481
Ukraine	1891490382	2.94233	.45971	.15624	97	211	3200	20481
Russia	1891490382	6.78425	.39810	.05868	84	211	1202	20481
Ukrainian	1891490382	17.53700	.19431	.01108	41	211	227	20481
Kyiv	1891490382	7.38864	.13270	.01796	28	211	368	20481
Mariupol	1891490382	7.76867	.08530	.01098	18	211	225	20481
Belarus	1891490382	13.51515	.07582	.00561	16	211	115	20481
Kharkiv	1891490382	9.72136	.05687	.00585	12	211	120	20481
Poland	1891490382	17.68283	.04739	.00268	10	211	55	20481
NATO	1891490382	5.17896	.03791	.00732	8	211	150	20481
Moscow	1891490382	21.66285	.03791	.00175	8	211	36	20481
Kherson	1891490382	12.55298	.03791	.00302	8	211	62	20481
Bucha	1891490382	8.44320	.03791	.00449	8	211	92	20481
UN	1891490382	17.65838	.02843	.00161	6	211	33	20481
Polish	1891490382	59.22916	.02843	.00048	6	211	10	20481
Irpen	1891490382	83.61764	.02843	.00034	6	211	7	20481
Belarusian	1891490382	45.12698	.02843	.00063	6	211	13	20481
US	1891490382	7.05059	.02369	.00336	5	211	69	20481
Ukrainians	1891490382	12.80540	.02369	.00185	5	211	38	20481
Putin	1891490382	1.58567	.02369	.01494	5	211	306	20481
Mykolaiv	1891490382	14.71428	.02369	.00161	5	211	33	20481
Finland	1891490382	18.08396	.02369	.00131	5	211	27	20481
Chernihiv	1891490382	7.35714	.02369	.00322	5	211	66	20481
Sumy	1891490382	11.77018	.01895	.00161	4	211	33	20481
Melitopol	1891490382	20.59782	.01895	.00092	4	211	19	20481
Gostomel	1891490382	65.34482	.01895	.00029	4	211	6	20481
Germany	1891490382	7.49011	.01895	.00253	4	211	52	20481
German	1891490382	35.75471	.01895	.00053	4	211	11	20481
EU	1891490382	3.80522	.01895	.00498	4	211	102	20481
Berlin	1891490382	24.29487	.01895	.00078	4	211	16	20481
American	1891490382	55.73529	.01895	.00034	4	211	7	20481
Warsaw	1891490382	59.20833	.01421	.00024	3	211	5	20481
Syria	1891490382	4.22916	.01421	.00336	3	211	69	20481
Sweden	1891490382	14.64948	.01421	.00097	3	211	20	20481
Russians	1891490382	6.93170	.01421	.00205	3	211	42	20481
Odessa	1891490382	26.81132	.01421	.00053	3	211	11	20481
Luhansk	1891490382	13.93137	.01421	.00102	3	211	21	20481
Latvia	1891490382	29.60416	.01421	.00048	3	211	10	20481
Kazakhstan	1891490382	13.93137	.01421	.00102	3	211	21	20481
European	1891490382	59.20833	.01421	.00024	3	211	5	20481
Europe	1891490382	9.10897	.01421	.00156	3	211	32	20481
Donetsk	1891490382	11.64754	.01421	.00122	3	211	25	20481
Chinese	1891490382	59.20833	.01421	.00024	3	211	5	20481
China	1891490382	2.08052	.01421	.00683	3	211	140	20481
Austria	1891490382	36.43589	.01421	.00039	3	211	8	20481
AFU	1891490382	101.50000	.01421	.00014	3	211	3	20481
Zelensky	1891490382	2.58743	.00947	.00366	2	211	75	20481
Washington	1891490382	32.65517	.00947	.00029	2	211	6	20481
Vilnius	1891490382	49.84210	.00947	.00019	2	211	4	20481
Slovakia	1891490382	16.32758	.00947	.00058	2	211	12	20481
Slovak	1891490382	105.22222	.00947	.00009	2	211	2	20481
nuclear	1891490382	9.28431	.00947	.00102	2	211	21	20481
Minsk	1891490382	32.65517	.00947	.00029	2	211	6	20481
Medvedev	1891490382	105.22222	.00947	.00009	2	211	2	20481
London	1891490382	5.11891	.00947	.00185	2	211	38	20481
Japanese	1891490382	67.64285	.00947	.00014	2	211	3	20481
Ireland	1891490382	13.92647	.00947	.00068	2	211	14	20481
Iraq	1891490382	13.92647	.00947	.00068	2	211	14	20481
Iran	1891490382	5.88198	.00947	.00161	2	211	33	20481
Hostomel	1891490382	19.72916	.00947	.00048	2	211	10	20481
Hague	1891490382	49.84210	.00947	.00019	2	211	4	20481
Estonia	1891490382	11.40963	.00947	.00083	2	211	17	20481
DonbRRRRRR	1891490382	19.72916	.00947	.00048	2	211	10	20481
Czech	1891490382	105.22222	.00947	.00009	2	211	2	20481
Chernobyl	1891490382	8.85046	.00947	.00107	2	211	22	20481
Canadian	1891490382	32.65517	.00947	.00029	2	211	6	20481
Brussels	1891490382	49.84210	.00947	.00019	2	211	4	20481
British	1891490382	32.65517	.00947	.00029	2	211	6	20481
Britain	1891490382	24.28205	.00947	.00039	2	211	8	20481
Berdyansk	1891490382	67.64285	.00947	.00014	2	211	3	20481
Belgrade	1891490382	67.64285	.00947	.00014	2	211	3	20481
Belarusians	1891490382	39.45833	.00947	.00024	2	211	5	20481
Zhytomyr	1891490382	19.70833	.00473	.00024	1	211	5	20481
Zhivitsky	1891490382	118.25000	.00473	.00004	1	211	1	20481
Zhirinovsky	1891490382	118.25000	.00473	.00004	1	211	1	20481
Zaporozhye	1891490382	118.25000	.00473	.00004	1	211	1	20481
Zaporizhzhya	1891490382	24.89473	.00473	.00019	1	211	4	20481
Zaporizhzhia	1891490382	3.23972	.00473	.00146	1	211	30	20481
YouTube	1891490382	24.89473	.00473	.00019	1	211	4	20481
Yevkurov	1891490382	118.25000	.00473	.00004	1	211	1	20481
Yemeni	1891490382	52.55555	.00473	.00009	1	211	2	20481
Vyshhorod	1891490382	118.25000	.00473	.00004	1	211	1	20481
Vorzel	1891490382	52.55555	.00473	.00009	1	211	2	20481
Voronezh	1891490382	118.25000	.00473	.00004	1	211	1	20481
Vladivostok	1891490382	118.25000	.00473	.00004	1	211	1	20481
Vasylkiv	1891490382	52.55555	.00473	.00009	1	211	2	20481
Uzbekistan	1891490382	118.25000	.00473	.00004	1	211	1	20481
uranium	1891490382	52.55555	.00473	.00009	1	211	2	20481
Ukriane	1891490382	1.73260	.00473	.00273	1	211	56	20481
Ukraina	1891490382	3.87704	.00473	.00122	1	211	25	20481
UK	1891490382	.67283	.00473	.00703	1	211	144	20481
Twitter	1891490382	4.42056	.00473	.00107	1	211	22	20481
Turkey	1891490382	4.42056	.00473	.00107	1	211	22	20481
